Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,B,Bi,Pb,Al,EL
0.4,0.15,0.2,0.05,0.675,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.475,12.0
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7013,34.0
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,5.0
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.075,10.0
0.0,0.0,0.5,0.0,0.7,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,4.0
0.14,0.01,3.87,0.01,0.6,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.369,20.0
1.35,0.5,0.275,0.7,0.85,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.825,10.0
0.05,0.2,5.11,0.0,0.96,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,92.96,15.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1,39.0
0.9,1.0,4.0,0.2,1.5,0.1,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05,13.0
0.0,0.13,3.7,0.6,1.6,0.0,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.79,17.3
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.36,10.6
0.8,0.25,0.85,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,9.1
0.0,0.0,4.5,0.6,1.5,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7,25.5
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.05,12.0
0.7,0.25,0.1,0.03,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17,6.5
0.6,0.0,0.28,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,96.93,9.0
0.55,0.2,0.275,0.275,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.85,10.6
0.8,0.25,0.375,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.475,12.0
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35,16.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,21.0
0.5,0.7,4.0,0.7,0.7,0.1,0.25,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8,14.0
0.05,0.1,5.1,0.54,0.65,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.46,16.6
0.04,0.07,1.23,0.1,2.41,0.0,6.54,0.0,0.02,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,89.589,13.0
0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.27,4.0
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.05,12.0
0.7,0.35,0.3,0.3,0.55,0.3,0.2,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.075,6.0
0.5,0.5,1.6,0.15,2.5,0.23,5.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.82,7.0
0.0,0.0,4.75,0.26,0.8,0.0,0.0,0.0,0.05,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,93.79,10.9
0.7,0.35,0.3,0.31,0.55,0.31,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.18,10.0
0.0,0.0,4.82,0.29,0.73,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,93.33,10.2
1.0,0.1,0.9,0.55,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55,8.0
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,17.7
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,92.01,13.6
0.0,0.0,5.3,0.3,0.8,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,92.95,13.5
0.45,0.175,0.25,0.125,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4,13.1
0.6,0.35,0.5,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4,8.8
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.075,25.6
0.0,0.0,4.57,0.61,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.46,18.7
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7013,22.6
0.09,0.1,4.1,0.5,1.48,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.66,13.0
0.0,0.0,4.25,0.0,1.18,0.0,0.43,0.0,0.0,0.11,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85,7.6
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,10.0
0.5,0.0,4.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2,20.0
0.6,0.35,0.275,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.625,11.5
1.0,0.25,0.8,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35,13.1
0.6,0.15,0.85,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.25,11.0
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33,15.4
0.11,0.18,0.33,0.32,1.98,0.0,5.41,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,91.32,19.4
0.2,0.35,1.67,0.3,2.22,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.31,17.0
1.0,0.25,0.1,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.45,8.2
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,10.0
1.35,0.25,0.95,0.85,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,15.0
0.09,0.23,4.4,0.64,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.29,10.3
0.18,0.11,0.33,0.32,1.98,0.0,5.7,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,91.03,12.8
0.01,0.02,1.42,0.01,2.19,0.19,5.37,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.78,13.0
0.0,0.0,4.5,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,10.0
0.0,0.0,4.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,1.0
0.4,0.5,1.6,0.3,2.5,0.23,5.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67,7.0
0.84,0.37,0.32,0.18,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.69,17.0
0.6,0.25,0.2,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95,11.0
0.0,0.0,0.75,0.0,1.76,0.0,2.22,0.0,0.0,0.12,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.56,3.7
0.0,0.0,4.6,0.35,0.35,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,91.5,17.0
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33,17.7
0.1,0.24,4.64,0.61,1.61,0.0,0.2,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,92.3,10.6
0.7,0.25,0.1,0.03,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17,15.0
0.0,0.0,5.3,0.3,1.2,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,92.55,11.0
0.0,0.0,6.45,0.29,0.65,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,91.87,16.5
0.0,0.0,6.3,0.39,0.0,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1,10.3
0.0,0.0,0.22,0.0,2.46,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.52,27.0
0.3,0.4,4.37,0.6,1.29,0.05,0.075,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.906,20.0
0.8,0.0,4.5,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,10.0
0.09,0.1,4.1,0.5,1.48,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.66,22.8
0.8,0.25,0.85,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,9.0
0.8,0.0,4.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6,13.0
0.35,0.4,0.275,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.275,14.0
0.69,0.11,4.22,0.57,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,93.04,7.5
0.0,0.0,5.56,0.18,0.35,0.0,0.0,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.77,15.3
0.3,0.5,1.6,0.3,2.5,0.23,5.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.77,20.5
0.1,0.2,4.2,0.91,1.4,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.16,19.3
0.9,0.25,0.1,0.275,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.675,8.4
0.06,0.06,4.05,0.56,1.36,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.77,19.7
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.15,9.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.33,4.2
0.12,0.15,2.2,0.1,2.35,0.04,6.4,0.0,0.06,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.465,7.0
0.0,0.0,3.7,0.3,0.37,0.0,0.5,0.0,0.0,0.14,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.49,5.8
0.3,0.4,0.1,0.25,2.8,0.2,4.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.85,11.0
0.75,0.175,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.375,10.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1,43.0
0.0,0.0,1.6,0.0,2.5,0.23,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.07,11.0
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.05,12.0
0.0,0.0,5.5,0.26,0.4,0.0,0.0,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,93.1,12.5
0.6,0.35,0.275,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.625,12.4
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.01,13.2
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.15,10.0
0.55,0.47,0.28,0.0,0.98,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.34,11.3
0.0,0.0,6.46,0.24,0.67,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,91.53,7.2
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.01,8.8
0.0,0.0,4.75,0.26,0.8,0.0,0.0,0.0,0.05,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,93.79,12.4
0.55,0.2,0.275,0.275,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.85,11.5
0.6,0.35,0.5,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4,7.8
0.0,0.0,5.2,0.32,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,93.24,14.9
0.0,0.0,0.22,0.0,2.49,0.0,7.11,0.0,0.0,0.4,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,89.56,19.2
0.12,0.15,2.3,0.1,2.25,0.04,6.2,0.0,0.06,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66499999999999,9.0
0.02,0.06,1.55,0.0,2.3,0.0,6.3,0.0,0.0,0.14,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,89.38,14.0
0.05,0.0,5.54,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07,11.1
0.4,0.7,5.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,92.3,13.0
0.81,0.27,4.27,0.74,0.52,0.02,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.26,6.0
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,20.2
0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.518,11.13
0.6,0.0,0.25,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,21.8
0.2,0.5,4.1,0.6,1.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,24.0
1.0,0.25,0.8,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35,7.2
0.0,0.0,1.1,0.0,0.61,0.0,2.08,0.0,0.0,0.12,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.71,14.8
1.1,0.25,0.1,0.75,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.85,6.8
0.0,0.0,0.17,0.0,2.58,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,89.83,19.3
0.0,0.0,2.3,0.0,2.2,0.0,6.2,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.18,11.0
0.6,0.25,0.2,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95,12.0
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33,14.8
0.05,0.15,5.9,0.28,0.22,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35,8.6
1.0,0.25,0.8,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35,8.0
0.0,0.0,0.19,0.0,2.49,0.0,6.72,0.0,0.0,0.16,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,90.34,15.3
0.25,0.3,6.3,0.3,0.05,0.0,0.0,0.1,0.14,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.385,10.0
0.0,0.0,1.24,0.0,0.7,0.0,0.0,0.0,0.0,0.12,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45,3.9
0.04,0.08,1.21,0.26,2.6,0.0,6.87,0.0,0.03,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,88.909,12.7
0.0,0.0,0.19,0.0,2.49,0.0,6.72,0.0,0.0,0.16,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,90.34,4.54
0.0,0.0,4.4,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,10.1
0.01,0.08,5.64,0.33,0.23,0.0,0.0,0.09,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.36,21.4
0.4,0.5,1.6,0.3,2.5,0.23,5.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67,6.0
0.5,0.5,1.6,0.15,2.5,0.23,5.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.82,7.0
0.35,0.4,0.1,0.45,1.4,0.13,4.5,0.0,0.035,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.495,15.0
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.102,24.6
0.0,0.0,1.24,0.0,0.7,0.0,0.0,0.0,0.0,0.12,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45,3.0
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33,15.5
1.25,0.25,0.2,0.1,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.775,8.8
0.15,0.26,1.5,0.0,2.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,16.3
0.9,0.25,0.1,0.275,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.675,8.5
0.6,0.37,0.275,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.605,7.0
0.5,0.5,1.7,0.4,2.3,0.175,6.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.325,7.0
0.05,0.1,6.3,0.3,0.48,0.0,0.0,0.0,0.08,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,92.09,16.9
1.0,0.25,0.1,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.05,10.5
0.75,0.35,0.1,0.1,0.5,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,6.0
0.12,0.15,2.3,0.1,2.25,0.04,6.2,0.0,0.06,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66499999999999,5.4
0.6,0.35,0.275,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.625,7.6
0.85,0.5,0.4,0.25,0.675,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.975,11.0
0.6,0.112,0.1,0.115,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.623,11.0
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.102,13.2
0.65,0.35,0.35,0.35,0.6,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,8.0
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,92.01,13.2
0.0,0.0,5.3,0.38,0.79,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,92.72,12.0
0.51,0.53,4.23,0.65,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.39,12.0
0.9,0.2,0.775,0.05,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.675,9.6
0.0,0.0,5.2,0.32,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,93.24,14.8
0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.43,2.4
0.5,0.5,4.4,0.6,1.5,0.0,0.3,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,91.95,13.8
